"pitch_speed_mph","max_shoulder_internal_rotational_velo","max_torso_rotational_velo","max_shoulder_external_rotation","shoulder_horizontal_abduction_fp","pelvis_anterior_tilt_fp","max_cog_velo_x","glove_shoulder_external_rotation_fp","torso_lateral_tilt_br","lead_knee_extension_from_fp_to_br","stride_angle","max_shoulder_horizontal_abduction","shoulder_generation_fp_br","elbow_absorption_fp_br","lead_knee_transfer_fp_br","rear_hip_generation_pkh_fp"
88.8,4774.759,980.9616,175.3499,42.6764,11.0854,3.2385,-53.2594,19.0779,-0.2119,3.0243,61.1924,35.0544,34.1135,26.0575,165.1435
88.6,4661.4086,991.3382,174.9318,41.5604,12.5528,3.2937,-54.1078,22.0782,1.0826,0.4675,45.67,20.503,22.6543,20.2585,175.5778
87.9,4538.3906,962.6561,160.6136,63.3231,11.3306,3.0202,-54.3646,6.8372,-1.7782,-3.5938,63.3689,42.9437,47.5303,37.5739,190.2678
86.9,4472.2255,934.9438,161.6208,64.4359,12.1074,3.1293,-52.4746,7.7122,-5.3514,-3.2312,64.4359,45.5118,49.3259,42.9218,193.6267
87,4473.5918,955.6917,160.478,63.2762,9.8835,3.0916,-59.0185,8.3004,1.4713,-3.4206,63.2762,43.1365,48.8927,40.4689,206.6508
87.5,4547.934,968.5441,161.9432,64.0913,12.6472,3.039,-52.5606,6.9802,-4.0857,-3.7181,64.924,43.5928,47.1603,45.5739,189.6617
86.9,4386.6557,1003.0567,162.2231,62.701,11.4879,3.1293,-56.9284,8.1734,2.6653,-4.1637,64.4509,34.9036,50.4742,50.5936,205.5093
87.1,4124.489,1042.813,168.1182,45.9318,13.4636,3.3288,-67.4473,3.4144,11.7677,12.8459,64.0563,48.3195,70.9299,75.6023,215.1446
87.3,4080.3871,1055.8863,166.2254,47.8095,12.5723,3.2749,-61.6905,3.9107,8.956,12.5937,66.6477,57.8836,82.29,75.3688,216.5998
87.8,4106.2492,1080.7236,167.2829,43.9979,15.9152,3.3288,-61.7092,3.17,13.3558,11.6237,65.1352,40.6276,75.7248,60.3138,256.011
87.8,4028.1238,1080.8549,165.36,50.8701,18.6928,3.2385,-59.3211,-1.0562,12.7571,15.4347,64.604,52.5796,74.2409,56.5531,224.6567
87.8,4471.2338,1077.0748,172.947,48.7549,16.7194,3.256,-57.726,1.0294,15.5658,13.7754,62.9394,52.3087,65.3349,82.0935,254.0262
82.1,4584.2719,1095.4903,175.5501,50.7696,8.5998,3.0202,-22.5832,11.6739,1.9238,14.1671,56.8516,28.8358,46.1425,25.2033,164.2867
81.9,4705.6737,1113.0163,174.3461,43.9582,5.7704,3.093,-29.0846,12.9523,2.305,11.5979,54.3501,30.5772,50.9565,34.5642,155.3858
81.7,4709.435,1124.6779,175.6361,48.6736,10.0649,3.0566,-20.3688,11.7018,8.4023,12.2326,55.0603,33.3234,58.1779,35.7615,157.2379
82.3,4743.3647,1109.9356,176.2256,53.3741,9.7201,3.093,-19.936,12.8665,4.3707,9.9129,56.4921,28.8397,49.2576,30.7633,173.9153
81.4,4453.6352,1155.7649,166.0848,20.1323,8.1984,3.2196,-40.7233,11.8101,-7.8664,11.415,43.458,34.0781,45.7032,28.2293,139.2838
81.4,4533.6997,1172.4189,166.9703,18.1454,7.1185,3.221,-43.067,13.3545,-8.4971,12.5366,42.0536,35.4465,49.6477,30.4144,151.3203
81.6,4467.6558,1198.2475,164.6712,20.1786,13.5735,3.2021,-39.6914,7.7111,-15.8264,10.8352,42.6906,33.6633,48.8397,33.0569,161.1475
81.3,4493.511,1147.5924,166.9969,22.5224,9.8749,3.0566,-40.2312,5.778,-0.8323,13.634,45.9736,26.019,39.9195,38.9202,133.3772
80.9,4564.281,1128.5779,165.2703,19.4503,1.7519,3.1657,-42.3684,5.8893,-7.8096,12.7453,44.6944,33.906,53.9401,18.3491,133.6048
78.8,4139.4623,898.6531,162.0521,43.5012,8.2194,3.0377,-21.7541,11.4371,1.26,6.2391,43.5523,43.5359,61.4356,25.1883,49.637
78.5,4137.5171,922.3648,164.2258,42.0475,10.1536,3.1846,-24.0457,12.524,-0.3654,6.0412,43.938,44.5107,63.2899,30.4283,74.3129
80.5,4266.0807,944.0324,161.7043,43.5665,9.5985,3.1105,-28.2611,10.3581,1.9866,5.5003,45.9072,37.3706,54.9042,27.0244,70.6544
79.3,4278.1392,870.8432,162.8884,44.1957,7.5028,3.2385,-19.6575,12.9149,1.3622,10.5831,44.3806,41.0527,55.5998,26.9639,74.5389
78.3,4273.6993,923.14,163.396,43.2626,9.889,3.0754,-24.8767,10.1826,1.7702,6.1472,44.6221,41.7253,57.9353,25.4972,66.5273
89.2,4790.2632,1157.1236,177.7231,47.9099,14.6059,2.8194,-42.25,7.8102,16.9505,0.4152,49.0929,33.5574,39.0752,49.6481,135.9295
89.4,4787.5497,1133.6801,176.9715,50.2046,13.4443,2.8922,-41.1983,9.5607,15.4099,1.941,51.109,31.4342,35.2449,48.3988,155.0543
88.9,4844.0127,1137.6039,177.5961,50.2572,14.449,2.9649,-38.6096,8.6649,16.3388,1.1729,51.0227,30.7771,33.7025,43.7484,160.3655
89.3,4854.6356,1159.1518,177.2404,50.2107,16.0862,2.8922,-40.3079,9.9172,14.7884,0.6495,50.6978,33.0698,35.1063,53.5586,159.6818
89.1,4815.1338,1163.769,178.3422,51.2293,14.9129,2.8382,-38.8341,11.1677,15.3555,0.2105,51.7078,25.231,29.3302,48.2787,130.6973
92.4,4590.4895,1115.7122,173.3415,43.9762,9.6499,3.3652,-42.0841,15.1358,10.7217,-0.5351,58.6407,51.831,65.0253,46.233,136.8527
92.2,4648.2385,1122.4439,174.7342,42.2101,7.3585,3.4204,-47.7052,16.5889,12.5499,-0.0602,56.661,47.1302,65.2351,46.9499,170.1227
92.1,4609.7591,1093.1473,174.3888,44.3906,10.5765,3.4029,-40.791,14.9346,14.7803,-0.3311,55.6706,53.7243,66.9746,56.4786,199.3915
91.8,4595.8338,1110.3496,176.6785,41.845,10.032,3.4016,-39.4281,15.2791,14.5122,-0.488,55.8687,57.0816,72.2355,62.2983,159.9538
91.9,4588.9379,1103.3482,175.1408,41.3426,11.2952,3.4932,-39.6469,16.365,12.3444,0.4372,57.6,48.1867,66.8936,64.7965,201.8835
84.9,4915.5209,1179.9019,180.7525,46.66,8.6412,3.1293,-25.4747,12.7782,11.4686,10.8524,47.2894,41.46,61.6209,40.6886,205.8335
84.5,4907.1488,1174.0236,182.8873,42.0786,9.9835,3.1118,-18.0552,11.4421,8.966,7.8778,45.2741,37.9175,61.8104,36.4332,160.1767
85.8,4874.6032,1137.2843,183.0124,45.7828,16.1437,3.0741,-15.0629,12.3432,12.9462,9.4588,47.1181,47.5654,64.3199,44.6488,155.0397
84.3,4956.7299,1177.1838,183.3368,42.3096,14.4073,3.0202,-15.7811,13.5515,10.5844,16.3426,42.3942,41.6146,62.7477,44.7075,190.4694
84.4,4852.1552,1166.1923,180.0214,44.5132,8.5275,3.128,-16.701,14.6127,7.1742,6.3792,45.1796,44.9623,68.1803,39.2573,195.0732
78.3,4401.9825,1049.8619,176.5847,49.7162,11.0166,3.1293,-39.3074,26.2419,8.6923,3.7319,54.0983,4.0084,18.8923,17.149,117.37
79.2,4405.544,1053.4913,179.4328,51.3608,7.34,3.1846,-41.0985,27.2085,2.2333,9.7129,53.9026,3.839,24.2901,10.8551,137.9928
78.2,4443.5333,1023.2435,176.3727,47.1267,9.1757,3.1846,-40.5345,26.4288,5.7988,4.7254,50.425,3.5317,21.5848,12.4589,122.0855
78.8,4290.202,1057.3129,179.5667,50.2438,7.4498,3.2385,-41.969,27.2278,-1.4915,9.2144,52.161,3.2456,23.0044,6.0052,115.787
77.4,4278.7001,1028.6308,178.5983,51.2203,8.2455,3.256,-42.8239,26.671,-1.2101,7.438,53.8254,2.1322,19.3758,8.2215,109.4367
77.8,3879.1153,1045.3042,147.9052,43.0727,20.158,2.911,-43.5416,23.0558,10.1734,-8.2137,58.5513,37.112,43.8235,37.0635,243.8067
77.1,3975.5119,1047.7307,146.9484,38.351,16.8733,2.8935,-41.5396,27.4375,16.4501,-12.2858,60.0161,35.8645,39.9791,51.3564,268.4055
77.9,3816.7,1070.5338,145.2974,39.5667,18.3091,2.7843,-44.5706,24.2423,16.9256,-10.5002,59.8555,37.2693,40.7224,42.5197,246.5831
77.2,3830.1485,1078.9711,144.2908,35.8315,18.4452,2.7115,-45.7657,21.3158,16.3592,-9.2571,55.3808,35.1635,43.1457,43.6921,250.2131
78.1,3879.4173,1060.4178,147.6777,45.1311,19.1533,2.783,-49.2702,21.8689,15.4972,-10.2481,58.9053,40.6386,40.1082,47.226,230.169
90.6,4769.9726,1221.8781,165.1136,45.7994,0.9845,2.9649,-40.1539,16.8735,0.7027,-0.9335,47.0392,40.1159,52.2108,28.9069,143.1682
91.1,4709.868,1212.0435,164.3143,48.3592,1.506,3.0377,-49.0122,16.6586,1.0661,-2.5115,48.5158,38.4288,49.3603,24.578,144.5413
92,4676.293,1211.1409,163.8443,49.1819,1.2833,3.0377,-55.3101,16.8132,0.8835,-3.2846,49.4547,42.5219,53.1747,21.8484,146.6166
90.6,4653.6059,1235.7124,162.7623,46.6926,2.9518,3.0202,-67.1409,17.1002,3.3231,-6.0385,47.049,36.0456,50.7416,28.5851,159.1606
90.8,4785.4809,1221.8169,164.385,47.8532,0.9721,2.9649,-47.3937,14.1326,3.3153,-5.2882,48.788,37.5189,54.9023,24.0698,123.1053
82.8,4485.2356,1105.7263,156.6749,39.804,15.8547,3.3113,-33.0317,27.4372,-0.8277,2.3036,47.6356,27.3167,44.0326,25.9194,141.6777
83.4,4497.8672,1130.8044,157.0058,40.9639,18.0012,3.2937,-31.2872,27.2292,3.029,2.1866,45.4684,27.8651,43.5192,28.7166,144.4186
83.3,4549.3473,1135.3563,154.9786,40.8637,16.9256,3.2196,-33.4399,29.1138,4.775,-1.4957,46.5315,26.7157,44.2998,23.7713,145.1405
82.9,4520.739,1132.0986,156.8435,41.202,15.919,3.2749,-37.6317,27.798,2.954,0.2557,46.3217,30.3165,53.7053,25.3208,139.9305
82.8,4571.6194,1144.636,156.3694,39.3622,16.5334,3.3113,-40.4145,28.0004,3.0532,2.9917,44.3738,24.6573,51.9309,27.7413,136.5925
85.7,4652.053,1173.6058,178.2169,55.3011,12.1177,3.4204,-76.0377,25.9074,25.9763,4.6802,55.3707,12.9045,28.3514,62.0053,181.0977
86.5,4698.0216,1182.7085,176.7554,58.2983,12.709,3.5485,-73.9251,24.9941,24.8926,5.6402,58.3579,11.2568,26.3705,53.5881,196.7813
85.1,4703.0047,1151.8759,180.5667,54.4194,10.2178,3.4744,-76.6781,26.1324,21.2229,4.3567,54.6907,9.868,19.4657,67.1191,166.1663
86.1,4598.8606,1154.4765,180.3029,55.4764,10.0669,3.4204,-74.6338,28.2497,26.4214,4.8234,55.7507,17.2303,28.1652,75.7089,175.3823
85.8,4611.5067,1171.4848,179.6653,53.8701,11.6511,3.4932,-75.6156,28.7752,20.6185,2.0741,53.984,6.1132,26.8621,70.3695,178.2071
83.1,4407.4291,1195.6533,171.4749,45.0384,-2.9637,3.2021,-58.5994,7.8018,8.9805,-6.7734,53.0657,37.5951,63.16,30.2303,134.9339
84.7,4434.5911,1202.6104,173.8402,45.3846,-1.6176,3.1657,-60.0621,6.662,11.7334,-6.998,54.2639,37.1232,63.9907,35.9102,138.6764
82.1,4423.5466,1207.4177,171.5322,45.5176,-2.5862,3.093,-59.0498,7.5462,13.0667,-6.0959,52.0563,37.0665,64.2455,41.5977,220.9462
84.6,4466.2502,1218.7724,171.7711,44.4872,-1.6326,3.1469,-57.5443,5.803,14.7265,-7.0805,53.4942,38.165,66.2615,31.4358,128.5171
83.3,4363.85,1196.0866,171.8514,43.3497,-2.2092,3.1482,-60.6095,6.6264,7.5838,-5.0363,52.5309,37.365,65.5265,24.2547,139.4338
89.8,4939.6968,1082.303,168.1521,58.1076,-0.8628,3.0377,-51.0191,24.703,10.0052,-9.5752,58.3645,47.821,52.9271,55.0953,248.1394
90.6,4872.8689,1121.3678,166.8765,56.3945,-0.5803,2.9649,-44.6303,25.4671,13.7651,-9.3757,56.4867,45.8479,58.2248,65.9775,246.0061
91.1,4827.2531,1117.0618,169.346,56.4061,0.1491,3.0013,-48.4965,25.7515,18.7067,-10.4609,56.4061,29.4174,58.775,78.3715,249.1841
91.4,4743.3693,1124.1737,167.0202,55.3404,0.3242,3.0566,-52.1649,24.3605,18.797,-8.0644,55.407,42.318,55.2534,71.878,239.3481
90.5,4738.6786,1111.7746,167.8217,53.3188,1.7779,3.0566,-45.9802,24.2726,11.5647,-8.7778,53.5954,37.3981,52.2149,65.285,253.2479
90,4358.9978,1045.6017,176.6805,31.7123,12.2157,3.093,-32.8317,3.8552,8.8499,-1.9058,36.5731,27.6858,40.336,26.0274,109.2048
90.4,4317.2774,1067.9492,174.9436,32.8329,9.8729,3.1293,-39.3105,7.5332,11.1321,-2.9818,37.3441,28.4399,44.8159,28.6493,71.9283
89.5,4388.4439,1029.5939,176.6245,31.2597,10.9376,3.1657,-36.9926,5.293,8.0208,-2.6802,38.1676,28.5413,45.2211,28.9775,29.8107
89.2,4335.4584,1042.6512,177.0274,12.1929,12.5014,3.2385,-11.7762,3.629,-0.1678,0.5495,35.5454,29.4658,43.7422,40.7467,88.1584
80.8,4494.0446,1129.4168,166.2902,26.9138,17.5197,2.8746,-63.9996,7.6684,4.6062,-5.598,53.0063,2.7827,39.4956,17.0107,143.0452
80.8,4550.4618,1129.4417,166.8475,29.858,17.2407,2.9474,-61.2637,7.4844,3.5039,-8.566,52.5368,11.2351,51.1707,18.7465,145.6014
80.8,4580.0385,1133.8676,167.0499,27.6009,19.4283,2.9285,-64.4204,7.1047,8.7825,-7.8361,55.3444,12.8392,55.3406,27.7409,150.2067
83.3,4638.4414,1119.5235,168.2632,29.8257,19.064,2.8382,-66.1003,9.4727,7.5085,-9.781,49.608,18.6116,64.424,32.0132,177.4803
81.2,4585.8845,1099.2458,167.9611,30.5697,19.1658,2.9838,-68.5702,7.5394,5.4433,-9.1578,46.5657,10.3608,56.6122,26.4162,143.3531
