pitch_speed_mph,arm_slot,cog_velo_pkh,elbow_absorption_fp_br,elbow_flexion_fp,elbow_pronation_fp,elbow_transfer_fp_br,glove_shoulder_abduction_fp,glove_shoulder_external_rotation_fp,lead_grf_x_max,lead_grf_z_max,lead_hip_absorption_fp_br,lead_hip_transfer_fp_br,lead_knee_absorption_fp_br,lead_knee_extension_angular_velo_max,lead_knee_extension_from_fp_to_br,lead_knee_generation_fp_br,lead_knee_transfer_fp_br,max_cog_velo_x,max_elbow_extension_velo,max_elbow_flexion,max_rotation_hip_shoulder_separation,max_shoulder_external_rotation,max_shoulder_horizontal_abduction,max_shoulder_internal_rotational_velo,max_torso_rotational_velo,pelvis_anterior_tilt_fp,pelvis_lumbar_transfer_fp_br,pelvis_rotation_fp,rear_grf_mag_max,rear_grf_x_max,rear_hip_generation_pkh_fp,rear_knee_transfer_pkh_fp,shoulder_generation_fp_br,shoulder_horizontal_abduction_fp,shoulder_internal_rotation_moment,stride_angle,stride_length,torso_anterior_tilt_mer,torso_lateral_tilt_br,torso_lateral_tilt_fp,session_pitch,user,session_mass_kg,session_height_m,age_yrs,playing_level,p_throws
74.9,51.9978,0.0893,49.301,136.253,-19.7315,245.2685,73.7394,-68.8017,879.3945,1317.1135,58.7586,152.2729,50.6916,485.4292,42.3193,86.9492,94.3578,2.5647,2177.8851,136.253,45.244,168.5174,22.6018,4229.5703,1071.2733,-4.1651,253.3244,7.6585,1180.4644,619.4305,77.7318,38.8128,20.2716,-3.0479,72.1332,3.3445,0.8024,28.7589,22.1677,-9.587,2811_5,1589.0,85.2768,1.9304,18.74,high_school,L
80.5,34.1777,0.2183,33.8272,135.4272,-5.7459,246.4361,83.1908,-40.2156,906.392,1708.0022,38.0704,81.6198,15.0625,464.0478,31.1189,41.882,50.0066,3.1293,2503.4578,136.4361,40.0662,184.3862,67.9985,4416.1958,1073.851,-10.4175,149.7158,34.0533,831.9357,263.1719,30.775,8.2724,1.7365,64.4868,80.1765,1.1687,0.8377,40.7113,12.801,1.2026,2812_1,1590.0,76.2048,1.905,17.68,high_school,R
79.8,35.409,0.2547,31.6565,134.6298,-3.8418,244.5829,86.2516,-41.5153,1005.6388,1733.5671,59.305,86.2641,10.881,427.6059,24.3745,39.8994,49.0015,3.1846,2611.0447,135.9597,37.923,188.2746,71.1184,4536.974,1062.2459,-8.8945,184.7265,35.9178,1188.2918,581.5585,88.7151,32.4858,1.3904,69.3633,88.5305,3.6169,0.8398,40.8162,14.1444,1.6776,2812_2,1590.0,76.2048,1.905,17.68,high_school,R
81.0,34.6935,0.2736,38.8165,133.4208,2.7409,245.6967,83.8462,-38.531,1043.6289,1755.8299,56.2285,73.6823,17.5995,405.1335,24.5895,38.0149,46.1537,3.2574,2659.6744,134.0465,39.4482,185.1408,68.0137,4428.8681,1052.0874,-7.3935,178.4033,36.1076,1237.2962,642.6535,90.4521,34.7887,5.6998,67.6851,84.3273,2.2752,0.8609,38.4671,15.5467,2.4707,2812_3,1590.0,76.2048,1.905,17.68,high_school,R
79.9,36.1226,0.2321,33.9087,137.9815,-9.6318,250.9589,84.3326,-41.0621,971.8064,1761.258,46.7375,91.4128,12.0451,372.8625,24.1372,42.9681,45.2911,3.2574,2486.4657,137.9815,40.4509,188.2354,66.6876,4700.2825,1058.583,-9.7948,192.0875,32.2853,1252.7741,579.1757,84.0972,39.2611,5.8811,63.8383,83.9458,4.0808,0.8587,42.4751,11.7497,2.3587,2812_4,1590.0,76.2048,1.905,17.68,high_school,R
79.3,36.1636,0.2722,29.7381,135.8748,-4.4226,238.4601,87.6603,-42.5591,821.8097,1393.9066,80.8535,53.8968,20.3928,255.6518,8.9637,34.3055,29.701,3.2574,2570.1275,137.7114,37.1323,185.5782,72.0824,4613.3218,1020.5324,-12.2887,157.1616,32.9314,1214.4423,613.3036,93.0827,30.4142,3.7743,71.2914,82.1791,2.0661,0.846,41.986,19.0816,-0.2327,2812_5,1590.0,76.2048,1.905,17.68,high_school,R
91.1,46.2889,0.2679,76.9694,96.0298,27.8004,472.258,78.9904,-35.5566,1126.6869,1757.7859,129.8631,69.731,30.3557,319.4355,12.3437,49.1585,61.3885,3.2937,2535.0737,121.144,27.5379,175.7709,52.2308,4751.1717,978.3064,9.7237,46.3838,42.6362,1593.799,821.7024,30.3707,3.3032,43.5856,49.4535,119.7951,-1.9478,0.9118,25.032,14.2426,-1.8655,2815_1,1592.0,97.0704,1.905,22.8,college,R
90.7,50.9615,0.2359,82.6736,95.9721,23.4565,478.6293,82.3362,-29.2068,1174.467,1778.5097,167.9877,78.6607,33.8625,252.5819,11.9046,44.1626,75.0788,3.3113,2513.1371,122.1672,27.6876,178.3489,50.5788,4659.2573,976.2037,6.8164,89.3801,29.7239,1503.0824,941.7854,127.909,81.1065,38.5037,50.5788,120.0743,-0.3478,0.8646,24.5282,13.5526,-10.0555,2815_2,1592.0,97.0704,1.905,22.8,college,R
89.6,51.3968,0.2143,85.9868,89.3211,24.1764,475.748,86.6243,-25.9336,1276.2215,1792.1211,129.7766,88.0687,30.0954,230.0907,8.8898,45.3019,85.4343,3.4204,2638.0015,125.9857,28.1775,176.5604,48.383,4839.4391,963.9791,7.4489,142.7045,30.3175,1465.6741,963.3945,97.8864,90.8319,41.4389,48.3711,112.1094,1.7304,0.9103,29.8621,12.8965,-8.0715,2815_3,1592.0,97.0704,1.905,22.8,college,R
89.6,51.8907,0.25,78.0002,100.0393,22.7523,456.938,75.1838,-37.8814,1310.9695,1920.8127,155.0377,69.4706,17.424,198.6888,7.4506,35.6568,74.9269,3.3841,2534.6424,121.8978,24.986,175.772,51.3293,4758.1131,957.9308,11.1265,42.3742,49.5305,1529.8109,977.4804,123.0862,84.3337,40.9331,47.1422,113.1075,-0.8883,0.9083,30.5906,15.5491,5.8143,2815_4,1592.0,97.0704,1.905,22.8,college,R
89.6,44.6474,0.2359,88.0631,98.3162,26.3454,468.5977,77.687,-38.0045,1237.2598,1814.0398,193.682,74.8634,25.9395,219.6737,7.022,36.2406,84.9115,3.3841,2603.8506,124.9949,26.9453,176.737,51.8526,4826.6077,986.7507,10.3805,40.4598,42.0417,1500.2501,951.8883,135.9261,82.879,49.6046,48.4739,108.7737,-0.3016,0.9139,27.0146,11.8702,-2.1406,2815_5,1592.0,97.0704,1.905,22.8,college,R
86.7,36.9469,0.3929,65.2755,81.2661,20.327,365.9975,60.1914,-11.3985,910.3131,2734.0271,108.8034,29.6107,17.5116,476.0818,1.6294,12.645,63.4119,2.783,2320.0163,110.5946,30.4853,168.459,45.8902,4316.3969,955.8972,10.4008,67.1415,38.4917,1486.2996,751.4212,158.4986,30.4921,76.8473,43.6116,105.6382,2.8303,0.7511,8.0534,25.6736,-7.766,2818_1,1595.0,96.1632,1.9558,19.61,college,R
85.8,37.493,0.4107,72.4616,82.3265,22.5505,372.2062,58.6301,-10.9435,1160.5212,3235.6428,127.2004,35.2776,19.6816,539.139,2.2344,12.3266,84.0111,2.8746,2266.4808,108.4062,32.155,171.8634,49.8083,4327.0057,929.5827,11.1624,59.8967,38.8251,1580.268,843.5371,149.7761,39.047,80.9321,47.953,104.2192,5.7898,0.7781,10.0944,25.9532,-6.211,2818_2,1595.0,96.1632,1.9558,19.61,college,R
86.3,38.7598,0.3571,66.6035,83.789,20.5054,378.2335,59.2997,-15.9462,1056.4765,3045.7253,100.5203,36.2543,27.5581,455.8746,3.8496,14.4942,82.6399,2.8382,2307.8711,110.1405,31.9776,172.5894,49.9538,4433.3463,938.8508,10.9624,78.3505,37.87,1509.8338,820.3361,154.2252,29.8598,79.6891,48.3328,111.07,4.2105,0.7645,10.2742,27.1871,-6.2478,2818_3,1595.0,96.1632,1.9558,19.61,college,R
85.8,41.5166,0.3463,70.057,90.2373,15.6673,381.8843,59.1397,-18.2127,1322.3631,3273.0115,159.2512,41.6762,15.3591,507.4606,6.0954,11.9525,104.3688,2.911,2293.5636,114.4106,33.5466,171.6065,48.4661,4317.1934,973.0834,9.7525,69.3363,33.866,1562.097,871.684,160.9883,30.7266,69.4601,47.7445,107.8342,5.4052,0.7963,10.4025,27.3413,-8.8767,2818_4,1595.0,96.1632,1.9558,19.61,college,R
85.8,36.6045,0.3929,69.9662,82.055,22.6405,387.1231,62.3456,-15.5666,952.6393,3054.2365,131.7375,18.9443,24.4888,339.708,1.6436,16.5204,79.1658,2.8571,2286.2476,108.3512,33.3839,170.9315,49.4629,4269.0275,959.0355,10.6624,72.3508,33.7808,1540.8889,862.4764,169.0161,27.4404,84.7901,49.0207,106.2818,5.6474,0.7615,9.2238,27.0726,-6.5429,2818_5,1595.0,96.1632,1.9558,19.61,college,R
85.5,39.4118,0.3393,51.0882,97.2467,18.3462,317.1863,74.4165,-48.2721,1092.2501,1836.3992,52.6021,92.0242,21.1831,955.1486,45.3636,66.715,70.7109,3.1293,2335.274,113.0285,34.1953,180.389,54.3431,4476.9274,1108.9652,10.2726,238.2636,30.0323,1284.3844,764.8822,111.924,39.8803,33.8996,47.5814,77.9312,5.1006,0.8315,28.6883,-1.9199,-6.9963,2833_1,1606.0,83.916,1.8034,19.84,college,R
85.9,39.4789,0.3393,43.5603,101.2286,15.5522,317.0272,73.2735,-56.4032,1147.7627,1878.7524,60.207,79.599,16.8397,925.9474,41.726,64.3368,64.4024,3.1293,2318.5684,111.4905,35.307,181.3012,55.9439,4524.6851,1134.2527,10.5359,199.6169,36.3225,1365.6694,777.9439,115.2586,41.6426,28.2767,51.7729,78.8997,3.9198,0.8532,28.0211,-0.8661,-6.5635,2833_2,1606.0,83.916,1.8034,19.84,college,R
85.2,39.3435,0.4191,54.987,98.2622,19.0909,324.8219,72.9686,-52.4667,1136.6926,1815.3201,51.723,89.6043,23.5924,911.2663,44.9825,62.6043,68.9168,3.1105,2333.1566,113.6494,36.7383,178.7821,55.1851,4622.3179,1122.9154,7.9726,228.7949,36.2291,1350.844,810.1492,121.6616,42.6362,33.7243,48.7099,77.8963,3.2954,0.8272,29.4119,-4.1313,-4.8579,2833_3,1606.0,83.916,1.8034,19.84,college,R
85.8,38.1707,0.4178,53.7665,102.798,13.7428,323.446,72.0743,-54.2415,1131.7612,1854.4368,67.3991,79.8551,13.9951,735.4149,35.5534,65.452,64.2463,3.1657,2382.0466,115.6328,34.2301,182.045,55.9443,4625.5494,1127.1505,11.7459,183.1537,37.3195,1289.6226,784.5606,114.783,41.5158,34.8886,53.168,85.3972,5.959,0.8487,31.9568,-1.5398,-2.4836,2833_4,1606.0,83.916,1.8034,19.84,college,R
85.4,37.459,0.345,61.7535,104.5891,13.9827,325.6953,69.6237,-61.7429,1244.942,2125.7472,64.1066,80.8277,32.3247,751.8471,55.1861,45.0379,61.6438,3.1846,2327.8954,114.5665,36.9466,182.6002,54.7705,4569.1288,1179.3539,13.6423,207.2528,40.6744,1234.1064,739.6298,131.2458,27.5282,33.3036,52.0557,83.9888,6.1965,0.8411,29.9037,-5.9325,-1.7967,2833_5,1606.0,83.916,1.8034,19.84,college,R
82.1,30.5245,0.2679,30.1142,97.7512,11.881,272.7072,51.7754,-5.3705,1365.7311,2003.1852,67.0202,79.3181,10.604,780.0133,31.9719,45.8019,45.3977,3.0754,2478.1961,115.675,23.3714,171.2603,30.4441,4930.0955,1069.6692,4.1213,186.6992,37.8145,1183.2198,801.8844,145.4005,39.5068,15.83,19.0426,92.5984,0.9174,0.7682,12.5105,4.1158,-6.9719,2840_1,1562.0,84.8232,1.9304,20.64,college,L
82.3,29.7734,0.2911,29.2656,101.0225,11.3398,284.8551,54.4236,-2.7568,1188.6375,1700.3396,84.4432,71.8556,12.6831,641.2334,19.4164,58.3016,36.3101,3.1469,2513.8701,118.0242,22.9778,172.2012,30.2107,5014.0788,1080.0811,2.8459,174.0483,34.4483,1203.4359,843.39,147.3414,42.0068,14.8097,19.6437,94.0981,0.4967,0.7756,12.3285,3.1119,-6.0959,2840_2,1562.0,84.8232,1.9304,20.64,college,L
81.9,35.702,0.25,31.4694,105.4311,10.4362,273.3564,42.5394,-8.7631,1463.7033,1986.3245,59.4608,68.3813,11.9414,825.277,32.1784,51.6873,44.9044,3.1644,2361.8539,115.8973,21.8871,168.7848,29.1963,4830.4233,1093.1308,3.1499,180.8482,39.0632,1172.8154,776.6439,158.4818,38.6655,18.8466,11.4517,91.2587,-0.2894,0.7872,11.6474,4.2901,-6.5537,2840_4,1562.0,84.8232,1.9304,20.64,college,L
81.5,32.1705,0.3036,24.3517,99.1089,12.2656,275.6712,47.5217,-3.9472,1189.7477,1692.2402,87.1091,73.5759,12.2202,578.3364,24.2813,65.8567,29.9139,3.256,2312.2821,112.4332,21.0008,171.4894,30.4184,4841.2252,1070.8621,4.5788,159.7636,37.822,1250.5251,861.8937,168.4763,48.4662,16.5771,16.8678,91.5072,1.8454,0.783,13.9233,2.4738,-6.1051,2840_5,1562.0,84.8232,1.9304,20.64,college,L
86.9,51.5205,0.3036,60.4112,107.911,15.4446,331.0658,79.0339,-32.7743,751.0372,1708.3852,107.0005,36.5828,3.937,412.1413,19.4985,51.67,23.1962,2.5283,2802.3253,124.2315,42.232,159.2278,64.639,4705.7906,1076.4043,3.8667,112.2933,63.2307,1410.3568,554.9016,144.0217,34.2032,27.9247,63.1595,115.7099,-9.7119,0.7004,28.4904,27.8492,16.088,2843_1,565.0,83.4624,1.778,23.98,college,R
85.8,51.3774,0.3571,60.1593,106.6644,13.722,323.3224,79.4618,-32.8649,717.2328,1745.2694,125.1654,29.5927,8.9203,367.7193,14.4696,51.5334,30.9756,2.4744,2794.2648,123.5389,41.8221,160.0375,62.6802,4666.7612,1028.9443,4.4218,99.0642,56.1454,1396.6317,578.7857,134.3722,21.0213,24.8327,61.0491,111.3538,-4.116,0.7038,26.8152,28.1457,12.4773,2843_2,565.0,83.4624,1.778,23.98,college,R
86.3,44.5158,0.3393,59.6185,105.254,23.5441,318.1539,79.3203,-35.6577,781.8549,1746.1165,95.7276,47.5642,8.0061,377.9918,19.0788,60.3808,34.998,2.5283,2757.928,123.5448,40.8374,161.6376,65.5577,4631.9232,1006.6751,3.5953,131.1424,53.4058,1413.6099,564.9009,135.6551,25.1138,30.4827,65.5232,113.8202,-4.8887,0.6989,24.6658,27.1339,6.3113,2843_3,565.0,83.4624,1.778,23.98,college,R
85.3,44.4926,0.3036,59.7711,105.237,19.3638,319.7432,83.6592,-35.8125,805.738,1675.3096,141.4231,31.7977,8.0182,331.5666,16.0604,50.7878,30.9285,2.6199,2750.6478,122.3941,42.7919,159.4257,65.7251,4600.4676,977.5913,2.1005,86.9977,53.5194,1344.5275,559.3486,150.2864,21.6144,30.6936,65.6569,111.0647,-5.6235,0.7174,23.6547,28.2104,7.6564,2843_4,565.0,83.4624,1.778,23.98,college,R
86.2,49.1022,0.3214,55.5406,102.9682,22.2572,305.8083,85.6107,-33.8011,942.8385,1568.925,152.719,33.9054,19.2741,355.3247,8.4392,43.8866,21.6659,2.8207,2737.5535,122.9556,42.1508,162.7735,64.8938,4577.3362,950.2445,5.7292,50.5346,53.8673,1361.2155,670.933,145.6782,20.2855,31.1375,64.6707,110.2118,-1.3545,0.7915,24.5998,26.7723,8.3119,2843_5,565.0,83.4624,1.778,23.98,college,R
82.4,42.4351,0.3571,54.7534,96.3194,10.8127,297.5826,78.6731,-30.2441,979.5789,1780.9389,99.7784,30.9115,22.0163,360.3543,7.7754,31.9071,44.3436,3.1469,2458.5161,117.8673,27.9832,168.1457,51.7635,4184.9248,983.4321,2.9692,122.3641,33.86,1730.4299,970.6046,134.9073,57.5569,26.2384,51.3069,85.5252,2.6944,0.8413,18.4075,12.2849,-16.282,2853_1,1612.0,89.3592,1.778,19.09,college,R
83.8,40.3976,0.3814,45.4454,94.7785,7.368,277.3357,81.1571,-29.945,1007.4446,1858.4812,84.4434,41.7071,24.8689,310.3091,8.7861,36.2118,51.6664,3.1657,2316.7013,118.2355,27.1646,166.9678,51.1845,4250.8561,983.5942,6.9267,138.6888,31.2706,1730.2152,981.7985,145.6152,67.5546,24.9937,50.1573,91.4361,4.1445,0.8452,20.6365,12.6792,-14.9388,2853_3,1612.0,89.3592,1.778,19.09,college,R
82.8,40.3889,0.3393,51.8745,93.8278,11.477,297.9959,82.4035,-28.3048,987.2836,1782.7928,65.5929,39.5577,25.3293,322.5868,6.4293,35.6147,32.8285,3.1657,2485.1049,118.5074,28.6262,168.8758,54.3892,4252.6757,990.8466,3.4772,178.9559,28.7678,1667.5381,944.3366,114.251,62.1437,25.6511,52.8222,83.3762,3.6483,0.8418,21.1053,12.1669,-16.8574,2853_4,1612.0,89.3592,1.778,19.09,college,R
82.8,43.3878,0.3571,48.6636,98.0461,11.0338,288.4116,78.5118,-28.5044,1010.689,1803.2229,73.02,37.7508,23.1755,389.7594,11.6481,28.5824,51.6324,3.1657,2497.1429,118.8088,27.3403,169.1512,50.7692,4256.8487,1008.6447,2.841,148.4047,34.977,1711.6215,965.3181,155.2893,63.7128,21.3503,50.731,83.9615,4.8681,0.8634,19.1691,14.3671,-13.71,2853_5,1612.0,89.3592,1.778,19.09,college,R
72.6,42.1387,0.3275,17.014,56.4391,6.8265,206.1744,91.6291,30.5777,854.9005,1187.3921,42.3226,10.1271,29.1826,102.6568,-10.2608,5.219,13.1974,2.9663,2429.9478,97.2178,42.5266,163.8245,18.4959,4850.6366,905.9485,-4.9498,77.6399,50.5397,1078.5833,609.3988,77.3952,46.3011,5.3247,18.3553,64.6649,5.4014,0.88,-0.8022,33.4683,-16.3303,2857_1,1616.0,69.4008,1.8542,18.85,college,R
73.5,43.6597,0.3814,17.5913,50.3339,6.1901,216.7136,92.1295,30.6746,638.5472,1114.7012,49.3292,5.881,34.1458,77.9749,-17.7127,4.3205,1.8757,3.0013,2355.9641,94.3096,38.8032,163.5543,15.7509,4741.9919,891.2704,-6.8142,112.8183,31.6814,1075.5344,604.8341,51.6624,33.672,7.3621,12.5212,63.2437,11.1015,0.8582,-2.0408,34.9138,-21.742,2857_2,1616.0,69.4008,1.8542,18.85,college,R
73.1,41.5833,0.375,13.3124,55.7473,6.0333,199.3935,87.3071,11.4615,879.5898,1453.1699,56.6843,13.0242,28.7996,169.0933,-9.6888,6.2682,16.7233,3.0566,2371.1828,92.6138,41.6529,159.3317,18.3747,4713.026,946.2164,-6.7008,70.9878,50.4394,1128.5247,642.4536,70.0891,48.9518,6.2353,18.151,65.2054,4.4671,0.8958,-5.9242,34.2065,-15.4863,2857_3,1616.0,69.4008,1.8542,18.85,college,R
72.9,44.4497,0.3571,18.8443,52.6094,5.6079,216.7645,93.2775,29.0192,956.0162034329368,1714.5987055779258,79.21526823152084,20.98374760884228,23.00396952094233,183.3487,-6.8453,8.771578646186077,26.84020669405081,3.0202,2386.8824,96.2136,40.6763,165.281,19.7627,4815.1804,877.5712,-6.9956,71.577162717041,39.7472,1422.8265453098206,756.1041434088572,76.26308123338272,38.23694954125551,6.9211,17.5029,65.292,7.2316,0.8693,-2.2882,34.3045,-20.0753,2857_4,1616.0,69.4008,1.8542,18.85,college,R
73.3,42.2088,0.2911,16.6618,57.3418,4.6574,213.0377,81.2363,23.5354,773.8135,1242.0627,45.2695,16.5836,21.8008,211.5445,-2.4658,17.8296,19.5428,3.0013,2385.0324,94.3927,37.8624,162.4396,18.202,4677.0546,905.3917,-8.5801,116.4264,44.4893,1087.0467,598.8434,63.3058,43.264,5.2368,18.199,64.6954,4.3931,0.8756,-2.8456,37.5941,-19.1912,2857_5,1616.0,69.4008,1.8542,18.85,college,R
90.9,39.2748,0.2736,67.5501,123.6276,-25.7687,425.9574,83.1732,-19.8698,1099.162,1707.2242,113.8234,43.1136,34.8272,253.9336,-3.5503,17.4485,36.1706,3.1657,2305.5548,125.702,35.5464,173.9064,61.5931,4442.1594,1037.0522,3.6284,251.6605,36.5833,1210.5739,735.5942,128.0021,60.1381,27.5017,59.8349,114.2132,4.4127,0.8778,9.5552,16.9968,-11.3146,2859_1,1618.0,93.8952,1.8542,20.54,college,R
91.5,37.9878,0.25,67.2942,120.74,-27.7586,412.6218,85.4413,-21.3016,1118.2573,1701.1646,158.9176,32.9207,20.9615,254.879,1.6043,12.2578,40.8746,3.1833,2261.4018,127.7934,36.8295,176.6205,63.3385,4392.4557,1030.3939,3.2689,172.6434,46.3016,1285.4747,725.8727,120.9705,54.8412,35.9252,59.5013,111.9901,2.3408,0.8869,9.7564,17.0554,-8.6292,2859_2,1618.0,93.8952,1.8542,20.54,college,R
90.8,40.3974,0.25,62.8864,125.5943,-28.7211,422.646,85.6236,-22.9164,1145.4172,1786.8913,88.3346,49.7156,32.1084,236.1305,2.5308,24.626,41.2354,3.1293,2283.8674,128.0095,34.816,173.8363,61.6611,4172.9974,1034.801,5.1495,271.6805,33.8428,1191.4614,740.2887,127.4895,55.6592,25.2631,56.2051,116.689,6.145,0.8658,9.8318,14.8434,-10.7974,2859_3,1618.0,93.8952,1.8542,20.54,college,R
90.8,39.3202,0.2321,62.5336,119.7374,-26.3279,415.9644,87.1151,-30.5207,1102.8686,1683.4048,89.8602,23.8144,28.5983,210.5036,-3.6118,12.976,36.846,3.2021,2306.5027,127.3636,35.9832,173.9812,63.5297,4191.056,1041.7498,3.8746,225.3289,44.492,1217.9808,742.1585,126.9245,55.6772,24.1587,56.0124,117.5541,4.2929,0.8929,8.0553,16.7243,-6.7668,2859_4,1618.0,93.8952,1.8542,20.54,college,R
91.4,38.5183,0.25,66.5641,122.1298,-28.3822,418.4197,84.1613,-32.2324,1105.0117,1756.236,113.0882,36.4545,27.3085,260.0739,1.7958,21.7672,46.5789,3.1118,2327.2101,128.8717,35.3756,178.3831,59.367,4353.9012,1047.8475,4.2085,209.2148,40.9332,1209.8839,721.2702,120.1843,60.866,28.4097,55.9331,114.3179,4.7395,0.8715,12.4848,17.0094,-8.1912,2859_5,1618.0,93.8952,1.8542,20.54,college,R
89.0,43.8587,0.2143,62.7722,106.1673,17.5073,346.0348,65.6403,-56.5115,834.0677,2137.7418,187.6782,41.6124,7.6166,591.2372,31.8909,25.7694,54.2286,2.2749,2705.7588,121.5495,33.5995,177.171,52.4431,4803.3272,1383.2367,2.5612,100.884,40.256,1088.0857,457.879,155.0965,35.735,30.6652,43.9552,98.1306,-2.1076,0.7177,29.0013,22.7853,9.7625,2860_1,1619.0,78.9264,1.8034,18.62,college,R
88.6,40.6456,0.2547,66.0224,106.4565,18.5868,349.3472,65.6035,-60.0137,880.698,1920.9307,182.465,71.5472,4.4811,551.489,28.5055,36.4148,81.1575,2.3288,2705.3014,121.9018,33.538,176.4108,52.9912,4760.7427,1356.2507,3.6237,118.6129,39.7623,1062.2447,445.9432,157.3492,43.1057,34.3851,45.2241,97.4121,-3.9993,0.7082,31.9114,21.6476,9.9702,2860_2,1619.0,78.9264,1.8034,18.62,college,R
87.8,44.3761,0.25,57.7454,106.0032,19.6382,345.6972,64.7496,-55.7569,909.7795,1810.3478,170.7911,84.7634,1.9891,516.2889,29.3548,41.058,82.5233,2.2736,2692.2023,121.9293,33.5635,176.5274,51.1037,4895.1184,1362.7773,2.0437,138.7524,39.5863,1074.4175,444.6093,144.8505,41.2527,29.4206,42.9843,101.2572,-5.5099,0.7003,31.5447,23.496,12.2213,2860_3,1619.0,78.9264,1.8034,18.62,college,R
89.5,42.9137,0.2372,62.928,106.7017,19.6126,348.3318,66.675,-59.678,925.9145,2100.04,225.4253,59.3139,7.0847,509.4769,26.8508,27.8575,74.8735,2.3113,2748.0463,122.2647,34.0155,176.5329,53.1224,4762.8221,1357.1268,2.9728,96.4751,39.7128,1024.1527,446.8873,151.2166,44.2192,29.8616,45.2482,97.005,-2.8082,0.728,29.8774,22.8084,11.2274,2860_5,1619.0,78.9264,1.8034,18.62,college,R
87.5,36.1508,0.2679,60.7839,116.4319,-8.7496,323.2832,80.107,-53.1072,1279.6924,1564.8556,97.3354,32.2389,9.0567,226.6986,5.294,16.0895,38.3977,3.5471,2474.3141,119.9022,47.5996,178.3263,36.7993,4771.364,1046.7674,18.3422,107.2904,47.1762,1528.7524,985.9553,87.6703,53.9885,27.3494,36.4015,88.9561,6.494,0.9614,22.4582,11.4974,-0.1089,2861_1,1620.0,82.5552,1.7526,19.33,college,R
87.4,35.059,0.3639,55.4945,115.2906,-7.2926,317.492,83.9396,-52.9332,1334.1434,1638.5997,92.7684,33.1419,11.8348,215.915,2.8964,17.7123,45.3496,3.5108,2572.7342,121.7702,49.5932,176.3369,38.0004,4881.5422,1048.7064,19.8727,101.1414,52.0892,1603.3199,1036.5918,85.0585,53.9874,20.4576,37.714,89.2313,6.4483,0.9584,20.8309,7.6299,0.4069,2861_2,1620.0,82.5552,1.7526,19.33,college,R
87.6,33.6492,0.3214,65.4114,122.9141,-12.8987,337.2554,80.9509,-54.1969,1313.3475,1579.6394,81.7058,34.5528,10.9383,227.8779,5.7063,18.9119,46.3299,3.5485,2508.9503,122.9661,50.1634,179.4901,34.7628,4795.3034,1059.657,19.4701,116.1559,51.0921,1555.4435,972.6969,85.5689,54.9764,28.4805,34.7628,89.0394,6.0726,0.9558,20.978,9.4179,0.9403,2861_3,1620.0,82.5552,1.7526,19.33,college,R
88.9,33.6153,0.3571,65.0563,120.0633,-12.4248,330.1338,81.7441,-48.3827,1327.2347,1589.469,102.7846,30.5722,9.2869,153.8021,2.0,15.6264,30.9074,3.5835,2621.173,124.0282,50.1181,178.9164,34.1758,4907.2881,1069.9782,17.5811,111.5798,47.7355,1581.961,1003.8774,95.6723,60.5229,25.3059,33.9745,88.3612,6.3398,0.9632,20.4473,10.5563,0.5545,2861_4,1620.0,82.5552,1.7526,19.33,college,R
87.8,37.9404,0.3393,61.9977,122.6418,-11.3387,325.7091,77.4787,-50.1651,1397.2325,1731.3195,95.2314,37.0083,8.0148,295.7748,5.9093,9.0885,49.9183,3.5485,2555.3992,123.5538,50.5117,180.0941,37.0207,4808.7003,1066.5811,19.1383,117.5781,55.595,1634.3751,1006.5414,96.4863,59.1837,24.6031,36.7925,91.1125,4.9702,0.976,19.7834,11.4805,0.2246,2861_5,1620.0,82.5552,1.7526,19.33,college,R
85.9,47.8654,0.4191,50.375,88.5889,8.0293,355.4301,70.7463,-35.397,1091.5861,1787.733,91.9783,86.9643,13.4479,685.5064,23.6735,37.1342,56.8865,3.0202,1990.0794,99.2938,36.1369,185.3206,68.7922,4522.0197,1007.2724,4.4137,152.1695,34.4831,1528.3137,856.0178,139.9016,60.7875,55.5258,67.7131,107.0833,-1.413,0.7878,27.7581,19.2634,-6.7799,2865_1,1624.0,87.5448,1.8796,21.25,college,R
86.0,43.1659,0.3814,47.7668,85.5898,13.4236,351.3157,71.333,-30.0241,1050.2439,1851.1257,69.3404,80.2084,13.7155,602.6707,18.6769,45.2264,42.062,2.9474,2044.1532,99.5283,37.1022,185.3634,69.6349,4686.6313,1021.94,5.9942,198.5164,26.1623,1460.0317,789.9994,134.885,67.1911,54.3321,63.1573,103.9366,-1.4656,0.749,27.2359,18.4687,-7.3959,2865_2,1624.0,87.5448,1.8796,21.25,college,R
85.8,47.5563,0.4107,48.7934,85.0518,12.8986,355.7278,71.9333,-29.9074,1104.859,1805.4185,79.5077,88.2647,17.0683,689.7234,22.4944,44.737,48.6878,3.0202,2066.5192,101.231,36.8509,186.1605,70.8645,4680.5558,1030.911,5.2322,175.7095,29.6244,1552.2344,896.3868,149.197,67.7883,54.6127,65.7349,107.6308,-1.7471,0.7745,28.8991,19.6618,-6.2474,2865_3,1624.0,87.5448,1.8796,21.25,college,R
